Puzzle,Solution,Execution Time,Zeros,Guesses,Backtracks
207408609100090007000070000370602098600000001580719063800524006005060800906837102,237458619158296347469173285371642598694385721582719463813524976725961834946837152,0.01358010002877563,41,77,36
257000439300000006160000082400603005003912800090040010601537908000821000085090320,257168439348259176169374582412683795573912864896745213621537948934821657785496321,0.01321689999895170,42,52,10
000374089008100400470086003030000048507640391090000052820067005003900200000231074,216374589358129467479586123132795648587642391694813752821467935743958216965231874,0.01689899998018518,42,266,224
208369407600154003500278006004000800305080702780010045400000008052000630060843020,218369457679154283543278196124537869395486712786912345431625978852791634967843521,0.01348219998180866,41,64,23
468051739100000600000670012084030060315406007097080040000910074900000300753064291,468251739172349658539678412284137965315496827697582143826913574941725386753864291,0.01347619999432936,39,57,18
146000598207000304389000127400060002600872001002010900000643000060589040930020085,146237598257198364389456127413965872695872431872314956528643719761589243934721685,0.01306909997947514,41,49,8
147903268000000000309070105410060089603000401095080630000534000500692003030010020,147953268258146397369278145412365789683729451795481632821534976574692813936817524,0.01374189998023212,43,85,42
040096580000007009300208174010000948800000007934000060481605003600700000073140020,147396582258417639369258174716532948825964317934871265481625793692783451573149826,0.01366009999765083,45,80,35
307165209200394006000278000012000860803000402490080035600000008784000523030020040,347165289258394716169278354512439867873651492496782135621543978784916523935827641,0.01438680000137538,42,117,75
100238005200040006400679008002090600508020901690000052700000004835402179046010520,167238495289145736453679218312594687578326941694781352721953864835462179946817523,0.01382369996281341,41,99,58
100458002200109003009237100000684000600395008890010064021000730940000021760020085,136458972257169843489237156312684597674395218895712364521846739948573621763921485,0.01296339998953044,41,44,3
340080019100040002009107300000623000603794105790010036401000603935000278870000041,347286519158349762269157384514623897683794125792815436421978653935461278876532941,0.01697230001445860,40,299,259
125030489300109007000000000201070804700491006090080070512000748907000602860725013,125637489348159267679248135251376894783491526496582371512963748937814652864725913,0.01285729999653995,40,44,4
037140560108006004460570008010000290904007685080000430590730006601009003073650910,237148569158296374469573128316485297924317685785962431592731846641829753873654912,0.01294819999020547,39,56,17
030000208248100076069270003610380000000000000000092014900043860350007921806000030,137456298248139576569278143612384759493715682785692314921543867354867921876921435,0.01489779999246821,45,140,95
130200450000300008809070013460105000003080100000704032320040906600003000085009041,136298457247351698859476213462135879573982164918764532321547986694813725785629341,0.01353569998173043,46,79,33
107246500000010400000078020302400956080000070794005208020890000003050000005762801,137246589258319467469578123312487956586921374794635218621893745873154692945762831,0.01409659994533285,45,73,28
250160800160000702009008040400600908020080030905003001040700600702000014006014027,254167893168349752379258146413625978627981435985473261541732689732896514896514327,0.01359359995694831,46,78,32
147306002250100000300200145410508607005062800820703504500800769670900000984605001,147356982258149376369287145413598627795462813826713594531824769672931458984675231,0.01362719997996464,37,82,45
200347096360000000009802000410500907080090010703006048000903800000000079940685001,258347196364159782179862435412538967586794213793216548621973854835421679947685321,0.01349290000507608,46,69,23
347009028150000600200100435410685003005093800890417006700900584530000900986004012,347569128158342679269178435412685793675293841893417256721936584534821967986754312,0.01288420002674684,37,45,8
057208406400150070300060001210504000004000100000306049800020004040071003502603910,157238496468159372329467851213594687694782135785316249831925764946871523572643918,0.01587459997972474,45,204,159
006357928000000704300084005412500097083970050597800013700098006000000209004723581,146357928258619734379284165412536897683971452597842613725198346831465279964723581,0.01346699998248369,38,97,59
103207408460090037070030010300504009084912370090080040901653704800000001006000900,153267498468195237279438516312574869684912375597386142921653784835749621746821953,0.01292969996575266,42,54,12
206000308350000061190060027400503009002896100003070200600732004700010005839040712,246157398357289461198364527461523879572896143983471256615732984724918635839645712,0.01311199995689094,41,50,9
100098254408000000059400607300845000080000030000132008801009460000000705975360001,137698254468527319259413687312845976584976132796132548821759463643281795975364821,0.01486910000676289,45,126,81
207459601000000000069128470000296000050814020890070064600000008720080016980030042,237459681148367259569128473471296835356814927892573164613742598724985316985631742,0.01319440000224859,42,51,9
107254089392160400000070200200000070500802134900000020000030800635980700809627013,167254389392168457458379261213546978576892134984713625721435896635981742849627513,0.01475879998179153,41,147,106
100368009400259008080010050012080490504000802690724031900506003000000000046832910,157368249463259178289417356312685497574193862698724531921546783835971624746832915,0.01400470000226051,41,91,50
000629540200084600400005102070000039602000407380000050703800005005910004046253000,137629548259184673468375192571462839692538417384791256713846925825917364946253781,0.01383879996137694,45,78,33
007269030000540700350108006520000047674900385890000012410605009000890200005724060,147269538268543791359178426521386947674912385893457612412635879736891254985724163,0.01351849996717647,40,43,3
026154780108000304479080251200060008500709003090020040000070000000948000015030490,326154789158297364479386251231465978584719623697823145942571836763948512815632497,0.01407390000531450,44,80,36
246010097150200006309407105000040000470895061000020000501906803760300009938050072,246518397157239486389467125612743958473895261895621734521976843764382519938154672,0.01726709998911247,40,265,225
046030097002109008700000100060095073400802009590360010004000005900501300830040720,146238597352179468789654132261495873473812659598367214614723985927581346835946721,0.01317679998464882,45,55,10
002140860408250000170300004010000076605702341090000028520900007806570000007820630,352147869468259713179368254213485976685792341794613528521936487836574192947821635,0.01342509995447472,42,59,17
006280700207351009800400031010000096503008147070000023300700068704832005005140300,136289754247351689859467231412573896593628147678914523321795468764832915985146372,0.01398549997247756,41,50,9
007348900300169007400050003070030080503000704690000021920504038706801405045090170,217348956358169247469257813172436589583912764694785321921574638736821495845693172,0.01941529999021441,40,451,411
150347620000068005000200040412070060675009203983010070000800030000034006830926750,159347628247168395368295147412573869675489213983612574796851432521734986834926751,0.01844120002351701,41,352,311
017259640000060000500748003030080060805906702290000034000315000150090076004627300,317259648428163597569748123731482965845936712296571834672315489153894276984627351,0.01320019998820499,42,51,9
004167290000340500100008034080003006702000401900700080610500009003081000095674100,354167298268349517179258634581423976732896451946715382617532849423981765895674123,0.01356659998418763,45,80,35
100234007040000030308000401421060398580020064009000200002040500030516070960872043,196234857247158639358697421421765398583921764679483215712349586834516972965872143,0.01870339998276904,41,383,342
207108309300629007060307050012000690500080001800090004021030780734805926980000013,247158369358629147169347852412573698593486271876291534621934785734815926985762413,0.01313959999242797,39,52,13
100058963000009057039600200370400008482036095690700001013500800000003019800014372,147258963268349157539671284371495628482136795695782431913527846724863519856914372,0.01302890002261847,40,58,18
230050097070060050581409236100000005860295041700804003000080000007521800900746002,236158497479362158581479236124637985863295741795814623612983574347521869958746312,0.01368639996508136,41,64,23
200300489450000070009400005600200104092060830803001002900005700030000058586007001,217356489458129673369478215675283194192564837843791562921835746734612958586947321,0.01337620004778728,46,57,11
300498002008153400009000310120800006485070031790300005001000980002739100900681003,317498652268153479549267318123845796485976231796312845631524987852739164974681523,0.01305860001593828,41,70,29
257010469160020075400060008300206007082090640000154000000030000043070250670000013,257318469168429375439567128314286597582793641796154832921635784843971256675842913,0.01348439999856055,44,79,35
200040005060159040450000013100000004580090062600512008001923500030671020006485700,217348695368159247459267813172836954583794162694512378741923586835671429926485731,0.01377199997659773,42,86,44
100357009050249070070000040501000706680070054400615008003060800014732960000891000,146357289358249671279186543531428796682973154497615328923564817814732965765891432,0.01405789999989793,42,105,63
300248679000050830080000200104500007738490026506700003010000700000010460800627391,351248679267159834489376215124563987738491526596782143612934758973815462845627391,0.01428579998901114,42,105,63
107246509050793060009050200302000906510389042700000001021000390000030000970625018,137246589258793164469158273382417956516389742794562831621874395845931627973625418,0.01415699999779463,41,49,8
206458709500030008080167020103000806060000010700306002601985204000040000870623051,216458739547239168389167425123574896465892317798316542631985274952741683874623951,0.01330970000708476,41,52,11
246100380100300007009060005530704000004080700000506013400030900900001004085002631,246157389158349267379268145532714896614983752897526413421635978963871524785492631,0.01376810000510886,46,84,38
160237089000149000009050300200306007690070021754010963002000600030504070800961005,165237489328149756479658312281396547693475821754812963512783694936524178847961235,0.01328990003094077,41,53,12
047103560100000009360070021510704096403865102000010000600357004000080000075902610,247193568158426739369578421512734896493865172786219345621357984934681257875942613,0.01285230001667514,42,50,8
